xeid,date,time,score,h1,h2,win,tie,los,result,usable,team1,team2,h11,h12,h21,h22,t1,t2
M91PBMuG,2019-10-11,17:00,3:0,1:0,2:0,1.09,9.23,22.32,0.0,True,Saudi Arabia,Singapore,1.0,0.0,2.0,0.0,3.0,0.0
dvt61H0B,2019-10-11,16:00,2:0,1:0,1:0,1.04,12.23,37.37,0.0,True,Iraq,Hong Kong,1.0,0.0,1.0,0.0,2.0,0.0
b306JPep,2019-10-11,16:00,0:0,0:0,0:0,1.67,3.55,5.15,1.0,True,Jordan,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0
A5SKByb6,2019-10-11,16:00,2:1,1:0,1:1,1.68,3.53,5.2,0.0,True,Lebanon,Turkmenistan,1.0,0.0,1.0,1.0,2.0,1.0
Ui2SlgZe,2019-10-11,16:00,5:0,1:0,4:0,1.07,9.9,31.22,0.0,True,United Arab Emirates,Indonesia,1.0,0.0,4.0,0.0,5.0,0.0
pQwAJAwf,2019-10-10,15:00,3:0,2:0,1:0,1.06,11.05,28.65,0.0,True,Oman,Afghanistan,2.0,0.0,1.0,0.0,3.0,0.0
M5kruq6U,2019-10-10,14:30,7:0,5:0,2:0,1.26,5.32,10.86,0.0,True,Kyrgyzstan,Myanmar,5.0,0.0,2.0,0.0,7.0,0.0
ENpmkmBl,2019-10-10,14:00,2:1,1:0,1:1,1.05,12.52,27.88,0.0,True,Syria,Maldives,1.0,0.0,1.0,1.0,2.0,1.0
ryx22co5,2019-10-10,13:30,14:0,7:0,7:0,1.01,19.75,48.83,0.0,True,Iran,Cambodia,7.0,0.0,7.0,0.0,14.0,0.0
6Zv6KjOm,2019-10-10,13:00,0:2,0:1,0:1,38.92,18.51,1.01,2.0,True,Bangladesh,Qatar,0.0,1.0,0.0,1.0,0.0,2.0
tS5WmDl2,2019-10-10,13:00,1:0,1:0,0:0,1.58,3.7,5.91,0.0,True,Vietnam,Malaysia,1.0,0.0,0.0,0.0,1.0,0.0
zXoqjTer,2019-10-10,12:00,7:0,6:0,1:0,1.01,21.88,43.17,0.0,True,China,Guam,6.0,0.0,1.0,0.0,7.0,0.0
000TAteM,2019-10-10,12:00,5:0,2:0,3:0,1.14,7.31,17.0,0.0,True,Uzbekistan,Yemen,2.0,0.0,3.0,0.0,5.0,0.0
hMNwO5mT,2019-10-10,09:00,5:0,3:0,2:0,1.01,22.57,48.71,0.0,True,Australia,Nepal,3.0,0.0,2.0,0.0,5.0,0.0
S8c87tkb,2019-09-11,17:00,2:0,1:0,1:0,1.14,6.96,19.08,0.0,True,Namibia,Eritrea ,1.0,0.0,1.0,0.0,2.0,0.0
ro7jKJY3,2019-09-11,17:00,0:0,,,1.47,3.83,7.01,1.0,False,Sudan,Chad ,,,,,,
fPUacdRj,2019-09-11,16:30,2:1,0:1,2:0,1.15,6.83,18.04,0.0,True,Guinea Bissau,Sao Tome and Principe ,0.0,1.0,2.0,0.0,2.0,1.0
b9u2LW8s,2019-09-11,16:30,0:0,,,1.05,11.65,30.86,1.0,False,Qatar,India,,,,,,
dlBfJwlA,2019-09-11,16:00,7:0,4:0,3:0,1.07,10.21,26.49,0.0,True,Rwanda,Seychelles ,4.0,0.0,3.0,0.0,7.0,0.0
0MHoLaJc,2019-09-11,16:00,2:0,1:0,1:0,1.39,3.98,8.69,0.0,True,Togo,Comoros ,1.0,0.0,1.0,0.0,2.0,0.0
EqbHDrB3,2019-09-11,16:00,2:2,2:1,0:1,16.01,6.18,1.19,1.0,True,Yemen,Saudi Arabia ,2.0,1.0,0.0,1.0,2.0,2.0
pdKVPRIG,2019-09-10,15:30,0:3,0:3,0:0,7.59,4.25,1.43,2.0,True,Kuwait,Australia,0.0,3.0,0.0,0.0,0.0,3.0
dlkP3blN,2019-09-10,15:00,2:1,1:0,1:1,1.91,2.99,4.62,0.0,True,Angola,Gambia ,1.0,0.0,1.0,1.0,2.0,1.0
4leDekYK,2019-09-10,15:00,0:5,,,36.12,13.03,1.04,2.0,False,Maldives,China,,,,,,
GYVebxCp,2019-09-10,14:00,2:0,1:0,1:0,1.37,4.25,8.76,0.0,True,Mozambique,Mauritius ,1.0,0.0,1.0,0.0,2.0,0.0
d0gzQC0Q,2019-09-10,14:00,1:0,1:0,0:0,1.52,4.13,5.9,0.0,True,Afghanistan,Bangladesh,1.0,0.0,0.0,0.0,1.0,0.0
OlUCDcTg,2019-09-10,14:00,0:1,,,28.57,12.18,1.05,2.0,False,Sri Lanka,North Korea,,,,,,
pbV8EwEm,2019-09-10,14:00,0:2,0:1,0:1,12.39,6.93,1.18,2.0,True,Turkmenistan,South Korea,0.0,1.0,0.0,1.0,0.0,2.0
OziH5KJA,2019-09-10,13:00,0:0,0:0,0:0,1.15,6.82,19.43,1.0,True,Eswatini,Djibouti ,0.0,0.0,0.0,0.0,0.0,0.0
Yob48MZi,2019-09-10,13:00,3:1,0:0,3:1,1.1,7.64,25.21,0.0,True,Zimbabwe,Somalia ,0.0,0.0,3.0,1.0,3.0,1.0
dv4KjF4q,2019-09-10,12:45,1:2,1:1,0:1,5.09,4.09,1.59,2.0,True,Malaysia,United Arab Emirates,1.0,1.0,0.0,1.0,1.0,2.0
zV2OkZJk,2019-09-10,12:30,0:3,0:0,0:3,4.05,3.74,1.8,2.0,True,Indonesia,Thailand,0.0,0.0,0.0,3.0,0.0,3.0
zkmWsoMB,2019-09-10,12:20,0:2,,,33.02,13.71,1.03,2.0,False,Myanmar,Japan,,,,,,
2RkL4vZG,2019-09-10,12:00,1:0,0:0,1:0,1.98,3.08,4.02,0.0,True,Malawi,Botswana ,0.0,0.0,1.0,0.0,1.0,0.0
ANwf4JGh,2019-09-10,12:00,0:2,0:1,0:1,30.86,11.21,1.06,2.0,True,Hong Kong,Iran,0.0,1.0,0.0,1.0,0.0,2.0
Sn2LC2Q9,2019-09-10,11:45,2:1,2:1,0:0,5.07,3.87,1.63,0.0,True,Singapore,Palestine,2.0,1.0,0.0,0.0,2.0,1.0
lExb3wWb,2019-09-10,11:30,0:1,0:0,0:1,13.43,7.39,1.16,2.0,True,Cambodia,Bahrain,0.0,0.0,0.0,1.0,0.0,1.0
vJJZOoYM,2019-09-10,11:10,0:2,0:1,0:1,1.49,4.07,6.44,2.0,True,Chinese Taipei,Nepal,0.0,1.0,0.0,1.0,0.0,2.0
Eunzs5yI,2019-09-10,09:00,0:1,0:0,0:1,12.25,5.96,1.22,2.0,True,Mongolia,Tajikistan,0.0,0.0,0.0,1.0,0.0,1.0
rufHf9mR,2019-09-10,05:30,1:4,0:2,1:2,9.44,4.97,1.31,2.0,True,Guam,Philippines,0.0,2.0,1.0,2.0,1.0,4.0
AigT2I3T,2019-09-09,16:30,1:0,,,1.96,3.26,3.96,0.0,False,Sierra Leone,Liberia ,,,,,,
MVIsMu4i,2019-09-09,16:00,1:0,,,1.27,5.07,10.58,0.0,False,Equatorial Guinea,South Sudan ,,,,,,
MBf092Ko,2019-09-08,13:00,1:1,,,2.04,3.0,3.97,1.0,False,Lesotho,Ethiopia ,,,,,,
6adC6044,2019-09-08,13:00,2:1 pen.,,,2.09,3.05,3.72,1.0,False,Tanzania,Burundi ,,,,,,
EV2Ueqjn,2019-09-07,14:00,0:0,,,2.11,2.92,3.9,1.0,False,Botswana,Malawi ,,,,,,
thZQf35h,2019-09-07,17:00,0:1,,,2.51,2.8,3.14,2.0,False,Gambia,Angola ,,,,,,
lOPojuKN,2019-09-06,12:00,1:1,,,3.12,2.87,2.44,1.0,False,Comoros,Togo ,,,,,,
65LRQ73A,2019-09-06,17:00,7:0,2:0,5:0,1.07,9.68,33.43,0.0,True,Kuwait,Nepal,2.0,0.0,5.0,0.0,7.0,0.0
Eepo6unt,2019-09-06,16:30,1:1,1:0,0:1,3.03,2.92,2.48,1.0,True,Bahrain,Iraq,1.0,0.0,0.0,1.0,1.0,1.0
Ey4VQhoK,2019-09-06,16:30,6:0,4:0,2:0,1.06,11.27,25.45,0.0,True,Qatar,Afghanistan,4.0,0.0,2.0,0.0,6.0,0.0
SzbAjlE6,2019-09-05,15:00,1:0,0:0,1:0,13.44,5.29,1.21,0.0,True,Somalia,Zimbabwe ,0.0,0.0,1.0,0.0,1.0,0.0
IcUkkaZT,2019-09-05,14:30,1:3,0:1,1:2,3.04,2.99,2.28,2.0,True,Chad,Sudan ,0.0,1.0,1.0,2.0,1.0,3.0
0YaRRYVD,2019-09-05,14:00,1:2,1:0,0:2,5.12,3.58,1.67,2.0,True,India,Oman,1.0,0.0,0.0,2.0,1.0,2.0
hU98F4ti,2019-09-05,14:00,2:0,0:0,2:0,4.45,3.34,1.83,0.0,True,Palestine,Uzbekistan,0.0,0.0,2.0,0.0,2.0,0.0
2Zu4FJbs,2019-09-05,14:00,0:2,0:1,0:1,12.71,6.4,1.19,2.0,True,Sri Lanka,Turkmenistan,0.0,1.0,0.0,1.0,0.0,2.0
69eFoTMn,2019-09-05,14:00,1:0,1:0,0:0,2.38,3.11,3.0,0.0,True,Tajikistan,Kyrgyzstan,1.0,0.0,0.0,0.0,1.0,0.0
GpMieedS,2019-09-05,12:30,2:3,2:1,0:2,1.8,3.54,4.28,2.0,True,Indonesia,Malaysia,2.0,1.0,0.0,2.0,2.0,3.0
K6GHpJso,2019-09-05,12:00,0:3,0:2,0:1,7.11,4.18,1.4,2.0,True,Seychelles,Rwanda ,0.0,2.0,0.0,1.0,0.0,3.0
xfNmdysM,2019-09-05,12:00,0:0,0:0,0:0,2.1,3.24,3.55,1.0,True,Thailand,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0
WK8CEOec,2019-09-05,11:45,2:2,1:2,1:0,2.62,2.94,2.85,1.0,True,Singapore,Yemen,1.0,2.0,1.0,0.0,2.0,2.0
hnqk5a1n,2019-09-05,11:30,1:1,1:1,0:0,4.06,3.63,1.82,1.0,True,Cambodia,Hong Kong,1.0,1.0,0.0,0.0,1.0,1.0
Ak24cB38,2019-09-05,11:30,2:5,1:2,1:3,5.96,4.14,1.51,2.0,True,Philippines,Syria,1.0,2.0,1.0,3.0,2.0,5.0
vqkVRml4,2019-09-05,11:10,1:2,0:2,1:0,16.88,6.47,1.16,2.0,True,Chinese Taipei,Jordan,0.0,2.0,1.0,0.0,1.0,2.0
vNgNq7ia,2019-09-05,09:00,1:0,1:0,0:0,4.78,4.02,1.63,0.0,True,Mongolia,Myanmar,1.0,0.0,0.0,0.0,1.0,0.0
